"public_food_id_compound_id_name","compound_SMILES"
"FOOD00144 _ FDB001111 _ Chinese tannin","OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OCC1OC(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00144 _ FDB001131 _ Sucrose","OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O"
"FOOD00144 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00144 _ FDB001946 _ L-Leucine","CC(C)CC(N)C(O)=O"
"FOOD00144 _ FDB002250 _ L-Tryptophan","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O"
"FOOD00144 _ FDB002257 _ Arginine","N[C@@H](CCCNC(N)=N)C(O)=O"
"FOOD00144 _ FDB002536 _ Quercetin 3-rutinoside","C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O"
"FOOD00144 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00144 _ FDB003520 _ Phosphorus","P"
"FOOD00144 _ FDB003521 _ Potassium","[K+]"
"FOOD00144 _ FDB003523 _ Sodium","[Na]"
"FOOD00144 _ FDB003575 _ Boron","B"
"FOOD00144 _ FDB003582 _ Copper","[Cu]"
"FOOD00144 _ FDB003635 _ Iodine","II"
"FOOD00144 _ FDB003636 _ Manganese","[Mn]"
"FOOD00144 _ FDB003729 _ Zinc","[Zn]"
"FOOD00144 _ FDB008114 _ Malic acid","OC(CC(O)=O)C(O)=O"
"FOOD00144 _ FDB008322 _ Pantothenic acid","CC(C)(CO)C(O)C(=O)NCCC(O)=O"
"FOOD00144 _ FDB011824 _ beta-D-Glucopyranose","OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O"
"FOOD00144 _ FDB011856 _ L-Histidine","NC(CC1=CN=CN1)C(O)=O"
"FOOD00144 _ FDB011999 _ L-Threonine","C[C@@H](O)[C@H](N)C(O)=O"
"FOOD00144 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00144 _ FDB012397 _ L-Isoleucine","CCC(C)C(N)C(O)=O"
"FOOD00144 _ FDB012528 _ D-Fructose","OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O"
"FOOD00144 _ FDB012530 _ D-Glucose","OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O"
"FOOD00144 _ FDB012535 _ L-Glutamic acid","N[C@@H](CCC(O)=O)C(O)=O"
"FOOD00144 _ FDB012563 _ L-Cystine","NC(CSSCC(N)C(O)=O)C(O)=O"
"FOOD00144 _ FDB012567 _ L-Aspartic acid","N[C@@H](CC(O)=O)C(O)=O"
"FOOD00144 _ FDB012683 _ L-Methionine","CSCC[C@H](N)C(O)=O"
"FOOD00144 _ FDB012739 _ L-Serine","NC(CO)C(O)=O"
"FOOD00144 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00144 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00144 _ FDB013636 _ Amygdalin","OCC1OC(OCC2OC(OC(C#N)C3=CC=CC=C3)C(O)C(O)C2O)C(O)C(O)C1O"
"FOOD00144 _ FDB014504 _ Folic acid","NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1"
"FOOD00144 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00144 _ FDB015780 _ Squalene","CC(C)=CCC\C(C)=C/CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C"
"FOOD00144 _ FDB016251 _ Iron","[Fe]"
"FOOD00145 _ FDB003520 _ Phosphorus","P"
"FOOD00146 _ FDB000565 _ alpha-Tocopherol","CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C"
"FOOD00146 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00146 _ FDB001111 _ Chinese tannin","OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OCC1OC(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00146 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00146 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00146 _ FDB003520 _ Phosphorus","P"
"FOOD00146 _ FDB003521 _ Potassium","[K+]"
"FOOD00146 _ FDB003523 _ Sodium","[Na]"
"FOOD00146 _ FDB003575 _ Boron","B"
"FOOD00146 _ FDB003636 _ Manganese","[Mn]"
"FOOD00146 _ FDB003729 _ Zinc","[Zn]"
"FOOD00146 _ FDB008322 _ Pantothenic acid","CC(C)(CO)C(O)C(=O)NCCC(O)=O"
"FOOD00146 _ FDB011824 _ beta-D-Glucopyranose","OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O"
"FOOD00146 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00146 _ FDB012462 _ alpha-Linolenic acid","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O"
"FOOD00146 _ FDB012528 _ D-Fructose","OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O"
"FOOD00146 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00146 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00146 _ FDB014504 _ Folic acid","NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1"
"FOOD00146 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00146 _ FDB014661 _ Benzaldehyde","O=CC1=CC=CC=C1"
"FOOD00146 _ FDB016251 _ Iron","[Fe]"
"FOOD00146 _ FDB021453 _ Pectic acid","O[C@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(O)=O)[C@H](O)[C@H]1O)C(O)=O"
"FOOD00147 _ FDB000446 _ L-Tyrosine","NC(CC1=CC=C(O)C=C1)C(O)=O"
"FOOD00147 _ FDB000474 _ L-Lysine","NCCCC[C@H](N)C(O)=O"
"FOOD00147 _ FDB000484 _ Glycine","NCC(O)=O"
"FOOD00147 _ FDB000556 _ L-Alanine","C[C@H](N)C(O)=O"
"FOOD00147 _ FDB000565 _ alpha-Tocopherol","CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C"
"FOOD00147 _ FDB000574 _ Pyridoxine","CC1=C(O)C(CO)=C(CO)C=N1"
"FOOD00147 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00147 _ FDB001111 _ Chinese tannin","OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OCC1OC(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00147 _ FDB001131 _ Sucrose","OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O"
"FOOD00147 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00147 _ FDB001946 _ L-Leucine","CC(C)CC(N)C(O)=O"
"FOOD00147 _ FDB002257 _ Arginine","N[C@@H](CCCNC(N)=N)C(O)=O"
"FOOD00147 _ FDB003010 _ Dodecanoic acid","CCCCCCCCCCCC(O)=O"
"FOOD00147 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00147 _ FDB003516 _ Chromium","[Cr]"
"FOOD00147 _ FDB003520 _ Phosphorus","P"
"FOOD00147 _ FDB003521 _ Potassium","[K+]"
"FOOD00147 _ FDB003523 _ Sodium","[Na]"
"FOOD00147 _ FDB003570 _ Aluminum","[AlH3]"
"FOOD00147 _ FDB003575 _ Boron","B"
"FOOD00147 _ FDB003581 _ Cobalt","[Co]"
"FOOD00147 _ FDB003582 _ Copper","[Cu]"
"FOOD00147 _ FDB003636 _ Manganese","[Mn]"
"FOOD00147 _ FDB003653 _ Molybdenum","[Mo]"
"FOOD00147 _ FDB003713 _ Silicon","[SiH4]"
"FOOD00147 _ FDB003717 _ Sulfur","[S]"
"FOOD00147 _ FDB003729 _ Zinc","[Zn]"
"FOOD00147 _ FDB003763 _ Arsenic","[AsH3]"
"FOOD00147 _ FDB003766 _ Cadmium","[Cd]"
"FOOD00147 _ FDB003777 _ Lead","[Pb++]"
"FOOD00147 _ FDB003780 _ Mercury","[Hg]"
"FOOD00147 _ FDB004181 _ Lithium","[Li]"
"FOOD00147 _ FDB004188 _ Silver","[Ag]"
"FOOD00147 _ FDB008114 _ Malic acid","OC(CC(O)=O)C(O)=O"
"FOOD00147 _ FDB008322 _ Pantothenic acid","CC(C)(CO)C(O)C(=O)NCCC(O)=O"
"FOOD00147 _ FDB011824 _ beta-D-Glucopyranose","OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O"
"FOOD00147 _ FDB011856 _ L-Histidine","NC(CC1=CN=CN1)C(O)=O"
"FOOD00147 _ FDB011999 _ L-Threonine","C[C@@H](O)[C@H](N)C(O)=O"
"FOOD00147 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00147 _ FDB012397 _ L-Isoleucine","CCC(C)C(N)C(O)=O"
"FOOD00147 _ FDB012528 _ D-Fructose","OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O"
"FOOD00147 _ FDB012535 _ L-Glutamic acid","N[C@@H](CCC(O)=O)C(O)=O"
"FOOD00147 _ FDB012563 _ L-Cystine","NC(CSSCC(N)C(O)=O)C(O)=O"
"FOOD00147 _ FDB012567 _ L-Aspartic acid","N[C@@H](CC(O)=O)C(O)=O"
"FOOD00147 _ FDB012683 _ L-Methionine","CSCC[C@H](N)C(O)=O"
"FOOD00147 _ FDB012739 _ L-Serine","NC(CO)C(O)=O"
"FOOD00147 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00147 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00147 _ FDB013400 _ Selenium","[Se]"
"FOOD00147 _ FDB013444 _ Nickel","[Ni]"
"FOOD00147 _ FDB013636 _ Amygdalin","OCC1OC(OCC2OC(OC(C#N)C3=CC=CC=C3)C(O)C(O)C2O)C(O)C(O)C1O"
"FOOD00147 _ FDB014504 _ Folic acid","NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1"
"FOOD00147 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00147 _ FDB015471 _ Lutein","C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C"
"FOOD00147 _ FDB016251 _ Iron","[Fe]"
"FOOD00147 _ FDB019141 _ Phosphatidylcholine","CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC"
"FOOD00147 _ FDB021453 _ Pectic acid","O[C@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(O)=O)[C@H](O)[C@H]1O)C(O)=O"
"FOOD00148 _ FDB000374 _ Phytic acid","OP(O)(=O)O[C@H]1[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O"
"FOOD00148 _ FDB000446 _ L-Tyrosine","NC(CC1=CC=C(O)C=C1)C(O)=O"
"FOOD00148 _ FDB000474 _ L-Lysine","NCCCC[C@H](N)C(O)=O"
"FOOD00148 _ FDB000484 _ Glycine","NCC(O)=O"
"FOOD00148 _ FDB000556 _ L-Alanine","C[C@H](N)C(O)=O"
"FOOD00148 _ FDB000565 _ alpha-Tocopherol","CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C"
"FOOD00148 _ FDB000574 _ Pyridoxine","CC1=C(O)C(CO)=C(CO)C=N1"
"FOOD00148 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00148 _ FDB001131 _ Sucrose","OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O"
"FOOD00148 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00148 _ FDB001946 _ L-Leucine","CC(C)CC(N)C(O)=O"
"FOOD00148 _ FDB002250 _ L-Tryptophan","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O"
"FOOD00148 _ FDB002257 _ Arginine","N[C@@H](CCCNC(N)=N)C(O)=O"
"FOOD00148 _ FDB002431 _ gamma-Tocopherol","CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=CC(O)=C(C)C(C)=C2O1"
"FOOD00148 _ FDB003010 _ Dodecanoic acid","CCCCCCCCCCCC(O)=O"
"FOOD00148 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00148 _ FDB003516 _ Chromium","[Cr]"
"FOOD00148 _ FDB003520 _ Phosphorus","P"
"FOOD00148 _ FDB003521 _ Potassium","[K+]"
"FOOD00148 _ FDB003523 _ Sodium","[Na]"
"FOOD00148 _ FDB003570 _ Aluminum","[AlH3]"
"FOOD00148 _ FDB003575 _ Boron","B"
"FOOD00148 _ FDB003581 _ Cobalt","[Co]"
"FOOD00148 _ FDB003582 _ Copper","[Cu]"
"FOOD00148 _ FDB003635 _ Iodine","II"
"FOOD00148 _ FDB003636 _ Manganese","[Mn]"
"FOOD00148 _ FDB003653 _ Molybdenum","[Mo]"
"FOOD00148 _ FDB003713 _ Silicon","[SiH4]"
"FOOD00148 _ FDB003717 _ Sulfur","[S]"
"FOOD00148 _ FDB003722 _ Tin","[SnH4]"
"FOOD00148 _ FDB003729 _ Zinc","[Zn]"
"FOOD00148 _ FDB003763 _ Arsenic","[AsH3]"
"FOOD00148 _ FDB003766 _ Cadmium","[Cd]"
"FOOD00148 _ FDB003777 _ Lead","[Pb++]"
"FOOD00148 _ FDB003780 _ Mercury","[Hg]"
"FOOD00148 _ FDB003792 _ Vanadium","[V]"
"FOOD00148 _ FDB008322 _ Pantothenic acid","CC(C)(CO)C(O)C(=O)NCCC(O)=O"
"FOOD00148 _ FDB011856 _ L-Histidine","NC(CC1=CN=CN1)C(O)=O"
"FOOD00148 _ FDB011999 _ L-Threonine","C[C@@H](O)[C@H](N)C(O)=O"
"FOOD00148 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00148 _ FDB012397 _ L-Isoleucine","CCC(C)C(N)C(O)=O"
"FOOD00148 _ FDB012462 _ alpha-Linolenic acid","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O"
"FOOD00148 _ FDB012535 _ L-Glutamic acid","N[C@@H](CCC(O)=O)C(O)=O"
"FOOD00148 _ FDB012563 _ L-Cystine","NC(CSSCC(N)C(O)=O)C(O)=O"
"FOOD00148 _ FDB012567 _ L-Aspartic acid","N[C@@H](CC(O)=O)C(O)=O"
"FOOD00148 _ FDB012739 _ L-Serine","NC(CO)C(O)=O"
"FOOD00148 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00148 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00148 _ FDB013400 _ Selenium","[Se]"
"FOOD00148 _ FDB013444 _ Nickel","[Ni]"
"FOOD00148 _ FDB014504 _ Folic acid","NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1"
"FOOD00148 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00148 _ FDB014661 _ Benzaldehyde","O=CC1=CC=CC=C1"
"FOOD00148 _ FDB016246 _ Gold","[Au]"
"FOOD00148 _ FDB016249 _ Chlorine","ClCl"
"FOOD00148 _ FDB016251 _ Iron","[Fe]"
"FOOD00149 _ FDB000446 _ L-Tyrosine","NC(CC1=CC=C(O)C=C1)C(O)=O"
"FOOD00149 _ FDB000474 _ L-Lysine","NCCCC[C@H](N)C(O)=O"
"FOOD00149 _ FDB000484 _ Glycine","NCC(O)=O"
"FOOD00149 _ FDB000556 _ L-Alanine","C[C@H](N)C(O)=O"
"FOOD00149 _ FDB000565 _ alpha-Tocopherol","CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C"
"FOOD00149 _ FDB000574 _ Pyridoxine","CC1=C(O)C(CO)=C(CO)C=N1"
"FOOD00149 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00149 _ FDB001111 _ Chinese tannin","OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OCC1OC(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00149 _ FDB001128 _ Starch","OCC1OC(O)C(O)C(O)C1O"
"FOOD00149 _ FDB001131 _ Sucrose","OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O"
"FOOD00149 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00149 _ FDB001946 _ L-Leucine","CC(C)CC(N)C(O)=O"
"FOOD00149 _ FDB002250 _ L-Tryptophan","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O"
"FOOD00149 _ FDB002257 _ Arginine","N[C@@H](CCCNC(N)=N)C(O)=O"
"FOOD00149 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00149 _ FDB003516 _ Chromium","[Cr]"
"FOOD00149 _ FDB003520 _ Phosphorus","P"
"FOOD00149 _ FDB003521 _ Potassium","[K+]"
"FOOD00149 _ FDB003523 _ Sodium","[Na]"
"FOOD00149 _ FDB003570 _ Aluminum","[AlH3]"
"FOOD00149 _ FDB003575 _ Boron","B"
"FOOD00149 _ FDB003581 _ Cobalt","[Co]"
"FOOD00149 _ FDB003582 _ Copper","[Cu]"
"FOOD00149 _ FDB003636 _ Manganese","[Mn]"
"FOOD00149 _ FDB003653 _ Molybdenum","[Mo]"
"FOOD00149 _ FDB003713 _ Silicon","[SiH4]"
"FOOD00149 _ FDB003717 _ Sulfur","[S]"
"FOOD00149 _ FDB003722 _ Tin","[SnH4]"
"FOOD00149 _ FDB003729 _ Zinc","[Zn]"
"FOOD00149 _ FDB003763 _ Arsenic","[AsH3]"
"FOOD00149 _ FDB003766 _ Cadmium","[Cd]"
"FOOD00149 _ FDB003777 _ Lead","[Pb++]"
"FOOD00149 _ FDB003780 _ Mercury","[Hg]"
"FOOD00149 _ FDB004181 _ Lithium","[Li]"
"FOOD00149 _ FDB004188 _ Silver","[Ag]"
"FOOD00149 _ FDB008322 _ Pantothenic acid","CC(C)(CO)C(O)C(=O)NCCC(O)=O"
"FOOD00149 _ FDB011856 _ L-Histidine","NC(CC1=CN=CN1)C(O)=O"
"FOOD00149 _ FDB011999 _ L-Threonine","C[C@@H](O)[C@H](N)C(O)=O"
"FOOD00149 _ FDB012019 _ beta-Cryptoxanthin","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CC(O)CC1(C)C"
"FOOD00149 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00149 _ FDB012397 _ L-Isoleucine","CCC(C)C(N)C(O)=O"
"FOOD00149 _ FDB012462 _ alpha-Linolenic acid","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O"
"FOOD00149 _ FDB012535 _ L-Glutamic acid","N[C@@H](CCC(O)=O)C(O)=O"
"FOOD00149 _ FDB012563 _ L-Cystine","NC(CSSCC(N)C(O)=O)C(O)=O"
"FOOD00149 _ FDB012567 _ L-Aspartic acid","N[C@@H](CC(O)=O)C(O)=O"
"FOOD00149 _ FDB012683 _ L-Methionine","CSCC[C@H](N)C(O)=O"
"FOOD00149 _ FDB012739 _ L-Serine","NC(CO)C(O)=O"
"FOOD00149 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00149 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00149 _ FDB013400 _ Selenium","[Se]"
"FOOD00149 _ FDB013444 _ Nickel","[Ni]"
"FOOD00149 _ FDB013636 _ Amygdalin","OCC1OC(OCC2OC(OC(C#N)C3=CC=CC=C3)C(O)C(O)C2O)C(O)C(O)C1O"
"FOOD00149 _ FDB014504 _ Folic acid","NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1"
"FOOD00149 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00149 _ FDB015471 _ Lutein","C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C"
"FOOD00149 _ FDB016251 _ Iron","[Fe]"
"FOOD00149 _ FDB021453 _ Pectic acid","O[C@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(O)=O)[C@H](O)[C@H]1O)C(O)=O"
"FOOD00150 _ FDB000446 _ L-Tyrosine","NC(CC1=CC=C(O)C=C1)C(O)=O"
"FOOD00150 _ FDB000474 _ L-Lysine","NCCCC[C@H](N)C(O)=O"
"FOOD00150 _ FDB000484 _ Glycine","NCC(O)=O"
"FOOD00150 _ FDB000556 _ L-Alanine","C[C@H](N)C(O)=O"
"FOOD00150 _ FDB000574 _ Pyridoxine","CC1=C(O)C(CO)=C(CO)C=N1"
"FOOD00150 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00150 _ FDB001111 _ Chinese tannin","OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OCC1OC(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00150 _ FDB001128 _ Starch","OCC1OC(O)C(O)C(O)C1O"
"FOOD00150 _ FDB001946 _ L-Leucine","CC(C)CC(N)C(O)=O"
"FOOD00150 _ FDB002250 _ L-Tryptophan","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O"
"FOOD00150 _ FDB002257 _ Arginine","N[C@@H](CCCNC(N)=N)C(O)=O"
"FOOD00150 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00150 _ FDB003520 _ Phosphorus","P"
"FOOD00150 _ FDB003521 _ Potassium","[K+]"
"FOOD00150 _ FDB003523 _ Sodium","[Na]"
"FOOD00150 _ FDB003582 _ Copper","[Cu]"
"FOOD00150 _ FDB003636 _ Manganese","[Mn]"
"FOOD00150 _ FDB003717 _ Sulfur","[S]"
"FOOD00150 _ FDB003729 _ Zinc","[Zn]"
"FOOD00150 _ FDB008322 _ Pantothenic acid","CC(C)(CO)C(O)C(=O)NCCC(O)=O"
